Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	P5	P8	Pool	Species	Path
AA038	1545	47363	3.262039989	2.020564576	14	0.8155	41.6877193	15.10330705	52.9836887	10.74789058	12	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA038LB_trim_adRm.fq.gz
AA039	990	1779358	0.055638045	0.008317607	0	0.2889	20.45596591	4.681709051	53.13757285	10.32491553	13	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA039LB_trim_adRm.fq.gz
AA079	1552	107794	1.43978329	0.533424866	2	0.7887	31.82926829	18.0934069	55.52126302	11.94143497	1	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA079LB_trim_adRm.fq.gz
AA041	274	66934	0.409358473	0.073206442	0	0.2956	19.45595855	2.384712211	55.08095373	13.56136448	2	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA041LB_trim_adRm.fq.gz
AA042	365	10367	3.520787113	1.716986592	21	0.874	42.15217391	16.84961904	59.62649283	12.87448974	3	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA042LB_trim_adRm.fq.gz
AA043	1068	223096	0.478717682	0.066339154	0	0.2547	19.99246231	3.336844963	49.55443758	11.93375343	4	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA043LB_trim_adRm.fq.gz
AA044	0	3305	0	0	0	0	0	0	70.71376702	9.006172614	5	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA044LB_trim_adRm.fq.gz
AA045	30	10966	0.273572862	0.009119095	0	0.2	19.25	1.870828693	53.56277372	11.09899877	6	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA045LB_trim_adRm.fq.gz
AA046	70	5062	1.382852627	0.039510075	0	0.2571	18.80769231	3.542672424	54.58406027	13.09595877	7	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA046LB_trim_adRm.fq.gz
AA047	193	261853	0.073705476	0.017949002	1	0.399	27.52586207	17.12230237	59.54137125	11.49470652	8	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA047LB_trim_adRm.fq.gz
AA048	60	83180	0.072132724	0.004808848	0	0.15	18.39215686	7.263823873	62.80950091	10.07679168	9	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA048LB_trim_adRm.fq.gz
AA049	78	6139	1.270565239	0.032578596	0	0.3077	18.38888889	4.154636722	56.61471791	14.12300672	10	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA049LB_trim_adRm.fq.gz
AA050	321	59235	0.541909344	0.084409555	9	0.2617	25.21518987	15.63541522	51.30204054	13.22271141	11	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA050LB_trim_adRm.fq.gz
AA051	156	161694	0.096478534	0.020408921	0	0.3205	20.10377358	4.12178705	55.20198708	12.00434344	12	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA051LB_trim_adRm.fq.gz
AA052	2024	1250663	0.161834163	0.025986217	0	0.3063	20.34472934	3.689397554	50.92509378	10.62170079	13	23	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA052LB_trim_adRm.fq.gz
AA053	189	94660	0.199661948	0.020071836	0	0.2487	19.94366197	5.590994085	51.59061651	11.38711966	1	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA053LB_trim_adRm.fq.gz
AA057	132	43672	0.30225316	0.032057153	0	0.447	20.69863014	6.317271149	60.66496228	13.20984519	2	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA057LB_trim_adRm.fq.gz
AA058	94	11713	0.802527107	0.367113464	7	0.4255	27.11111111	15.97836588	56.24526686	12.92976361	3	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA058LB_trim_adRm.fq.gz
AA059	383	39378	0.972624308	0.073645183	0	0.2637	19.4858156	5.984690808	49.85235634	11.88839196	4	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA059LB_trim_adRm.fq.gz
AA060	152	38722	0.392541708	0.087805382	0	0.3882	19.10752688	3.663754209	58.77614257	12.925105	5	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA060LB_trim_adRm.fq.gz
AA061	372	505698	0.073561691	0.007909859	0	0.3683	21.80851064	9.742492832	56.20699381	11.4645346	6	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA061LB_trim_adRm.fq.gz
AA062	1582	101689	1.555723825	0.071787509	4	0.5929	21.67546584	12.65864628	55.47927068	12.89876923	7	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA062LB_trim_adRm.fq.gz
AA063	1279	213468	0.599153035	0.044034703	1	0.3206	22.34982739	11.98816873	60.25454102	11.95915457	8	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA063LB_trim_adRm.fq.gz
AA064	721	2760	26.12318841	15.43478261	4	0.8835	58.19047619	15.44869175	60.85633537	11.70186477	9	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA064LB_trim_adRm.fq.gz
AA066	365	158401	0.230427838	0.027146293	0	0.5096	20.40223464	11.73945597	66.34489145	10.17472699	10	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA066LB_trim_adRm.fq.gz
AA065	1290	416277	0.309889809	0.15470468	23	0.755	36.83544304	20.25358624	62.29392034	11.09738062	11	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA065LB_trim_adRm.fq.gz
AA067	3210	595541	0.539005711	0.265640821	115	0.8121	33.11608624	17.12267027	58.41697896	11.12880366	12	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA067LB_trim_adRm.fq.gz
AA068	34645	854043	4.056587315	2.296488584	1106	0.822	43.59792477	11.37527704	53.49053619	11.08532756	13	24	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA068LB_trim_adRm.fq.gz
AA069	1384	23654	5.851018855	0.604548914	12	0.7673	21.93167702	11.9177473	54.34897309	12.75040838	1	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA069LB_trim_adRm.fq.gz
AA070	1631	340624	0.478827094	0.324111043	3	0.8633	46.87443946	17.63244403	59.24644769	11.44856784	2	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA070LB_trim_adRm.fq.gz
AA071	251	192276	0.130541513	0.066050885	9	0.745	44.140625	17.53714171	59.89814097	11.30639605	3	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA071LB_trim_adRm.fq.gz
AA072	143248	516022	27.76005674	17.12640159	257	0.8312	49.07374778	11.09655727	56.07193835	11.6145831	4	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA072LB_trim_adRm.fq.gz
AA073	722	14450	4.996539792	3.757785467	6	0.874	40.41758242	16.0568891	68.30132426	11.07081668	5	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA073LB_trim_adRm.fq.gz
AA074	1700	43133	3.941297846	2.137574479	6	0.8171	38.37299035	17.90411136	54.06774626	12.09931276	6	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA074LB_trim_adRm.fq.gz
AA075	7701	940966	0.818414268	0.463353617	147	0.8272	41.11720511	17.18124778	55.24149151	11.18984501	7	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA075LB_trim_adRm.fq.gz
AA076	811	139967	0.579422292	0.077875499	2	0.4402	26.26651982	15.64681597	53.56391376	11.45435046	8	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA076LB_trim_adRm.fq.gz
AA077	6941	493615	1.40615662	0.854714707	21	0.8261	45.47721624	16.09134177	55.25627561	11.15261612	9	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA077LB_trim_adRm.fq.gz
AA080	1543	293796	0.525194353	0.286593419	41	0.7453	34.44529262	16.33037999	55.33189246	11.05110999	10	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA080LB_trim_adRm.fq.gz
AA081	2940	717210	0.40992178	0.265333724	89	0.7874	39.4656	23.44556948	54.73787899	11.11046374	11	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA081LB_trim_adRm.fq.gz
AA082	1130	84717	1.33385271	0.704699175	11	0.7035	29.30149254	14.7008645	50.8452015	11.75031688	12	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA082LB_trim_adRm.fq.gz
AA083	396	142095	0.278686794	0.163271051	13	0.7348	28.52380952	13.2150084	52.38152661	10.10973432	13	25	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA083LB_trim_adRm.fq.gz
AA084	3228	131123	2.461810666	1.400212015	42	0.8135	39.27242525	14.85130527	54.78404943	11.59591316	1	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA084LB_trim_adRm.fq.gz
AA085	1430	89397	1.599606251	0.934035818	17	0.7706	32.49390244	14.44677967	56.17366782	14.60366566	2	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA085LB_trim_adRm.fq.gz
AA087	2086	96130	2.169978155	1.045459274	14	0.7407	36.82624769	15.81300843	52.74720093	12.39115869	4	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA087LB_trim_adRm.fq.gz
AA088	5061	60595	8.352174272	6.043402921	78	0.8623	43.59110473	15.57667653	51.82162864	12.89030791	5	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA088LB_trim_adRm.fq.gz
AA089	11046	314393	3.513437004	2.279948981	347	0.8544	42.95584577	15.23088977	52.74507058	11.76094509	6	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA089LB_trim_adRm.fq.gz
AA090	2664	118010	2.257435811	1.153292094	20	0.7455	33.20648968	15.57500039	52.05079122	12.46202983	7	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA090LB_trim_adRm.fq.gz
AA091	50998	375795	13.57069679	8.712462912	273	0.8197	45.03720222	11.90059493	51.71426091	11.7855093	8	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA091LB_trim_adRm.fq.gz
AA093	344	361298	0.095212262	0.025463745	0	0.4884	20.69886364	12.1638903	59.50559632	11.10416472	9	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA093LB_trim_adRm.fq.gz
AA094	194	193319	0.100352267	0.005172797	0	0.4278	18.24324324	3.797645721	57.39525244	10.58408313	10	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA094LB_trim_adRm.fq.gz
AA095	296	299968	0.098677192	0.028669725	8	0.3784	31.48369565	18.14332	51.4706926	9.771752501	11	26	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA095LB_trim_adRm.fq.gz
AA098	310	312493	0.099202222	0.016640373	1	0.4581	25.94047619	14.85728611	55.56907133	10.3798853	1	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA098LB_trim_adRm.fq.gz
AA099	113	20225	0.558714462	0.079110012	0	0.531	19.41509434	4.596963723	55.99861146	13.40848022	2	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA099LB_trim_adRm.fq.gz
AA100	154	243148	0.063335911	0.022619968	7	0.6299	32.64912281	18.15753605	67.74844374	9.981572117	3	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA100LB_trim_adRm.fq.gz
AA101	93	15419	0.603151955	0.051884039	0	0.3871	22.57894737	11.07917507	63.25222648	12.31601132	4	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA101LB_trim_adRm.fq.gz
AA102	50	43474	0.115011271	0.006900676	0	0.58	21.52380952	9.212052147	57.56519738	11.60836084	5	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA102LB_trim_adRm.fq.gz
AA103	130	9910	1.311806256	0.070635721	0	0.3385	16.73255814	1.662205612	60.07571458	12.2813794	6	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA103LB_trim_adRm.fq.gz
AA104	471	48688	0.96738416	0.433371673	10	0.6667	27.03821656	15.34094795	64.25672882	12.17869477	7	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA104LB_trim_adRm.fq.gz
AA105	3069	78206	3.924251336	1.942306217	12	0.7856	40.15349544	18.51501908	65.41550234	11.1012877	8	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA105LB_trim_adRm.fq.gz
AA106	718	72996	0.983615541	0.010959505	1	0.5056	17.47605634	4.158086016	65.84695662	11.72920843	9	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA106LB_trim_adRm.fq.gz
AA107	300	142801	0.210082562	0.03501376	2	0.4833	18.50322581	4.975751844	64.74583614	10.68082332	10	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA107LB_trim_adRm.fq.gz
AA108	128	122081	0.10484842	0.038499029	6	0.3281	30.3255814	20.26149165	67.49018756	9.559302203	11	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA108LB_trim_adRm.fq.gz
AA109	456	700683	0.065079358	0.00542328	2	0.5263	20.01388889	7.011936114	66.15412389	10.16396191	12	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA109LB_trim_adRm.fq.gz
AA110	282	567497	0.049691893	0.012863504	0	0.4539	20.06493506	6.612204328	68.29970795	10.11458801	13	27	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA110LB_trim_adRm.fq.gz
AA113	1982	193014	1.026868517	0.640368056	14	0.8421	45.30990415	14.71534818	58.07989234	11.82461782	3	28	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA113LB_trim_adRm.fq.gz
AA119	53379	154165	34.62459054	23.71485097	529	0.8853	58.56734694	12.91806737	61.94785382	10.87300709	9	28	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA119LB_trim_adRm.fq.gz
AA121	305	466297	0.065408956	0.024019027	6	0.6131	29.27118644	17.78151399	56.11889254	10.87226517	11	28	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA121LB_trim_adRm.fq.gz
AA027	1645	78202	2.103526764	0.072888161	0	0.6784	22.83553875	12.44523548	55.34682043	12.59728685	1	22	OXF47	Pig	/media/raid5/laurent/screen_results_16082016/raw_split//Pig/AA027LB_trim_adRm.fq.gz
AL318	25899	1249776	2.072291355	1.509550511	7	0.0186	69.27104973	12.66218372	68.10499138	10.52381837	1	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL318_trim_adRm.fq.gz
AA319	2188	1036752	0.211043721	0.057390774	0	0.1563	41.6283857	24.74186596	69.62486275	10.21515035	2	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AA319_trim_adRm.fq.gz
AL321	1480	732149	0.202144645	0.044526456	1	0.0135	26.2239726	15.09984501	58.97824973	14.82802749	3	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL321_trim_adRm.fq.gz
AL323	1346	265383	0.507191493	0.20837808	0	0.0022	59.5018615	16.30228023	72.71022308	6.187913615	4	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL323_trim_adRm.fq.gz
AL327	2249	288718	0.778960785	0.162788603	0	0.0044	25.830728	15.27134446	54.89383391	15.473727	5	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL327_trim_adRm.fq.gz
AL335	706	816069	0.086512292	0.034065747	1	0.0113	41.4713467	24.16793015	68.40461559	10.38736982	6	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL335_trim_adRm.fq.gz
AL337	549	9389	5.84726808	4.068590904	0	0.0073	63.80733945	16.02334984	62.11688865	15.38056165	7	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL337_trim_adRm.fq.gz
AL340	9257	1435229	0.64498418	0.253339363	30	0.0263	55.85855336	20.07459918	59.87715629	13.90582483	8	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL340_trim_adRm.fq.gz
AL341	14766	1387137	1.064494711	0.413369408	3	0.0193	39.75892549	23.57995012	58.98202043	15.89665506	9	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL341_trim_adRm.fq.gz
AL342	6117	837589	0.730310451	0.23687035	3	0.0092	61.45025573	19.96441658	65.40968893	12.74217914	10	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL342_trim_adRm.fq.gz
AL344	4945	1210338	0.408563558	0.131533506	12	0.184	45.56406444	23.78854641	65.17260143	12.81990185	11	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL344_trim_adRm.fq.gz
AL345	1654	14800	11.17567568	6.189189189	1	0.003	59.57428745	14.26464394	63.39878337	12.8857858	12	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL345_trim_adRm.fq.gz
AL350	7572	19787	38.2675494	14.03446707	6	0.0037	69.43239661	8.862281877	70.07115745	8.406515245	13	2	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL350_trim_adRm.fq.gz
AL352	6881	10725	64.15850816	31.37529138	6	0.0067	70.99341624	7.734819771	71.30957955	7.365669914	1	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL352_trim_adRm.fq.gz
AL353	3635	5324	68.27573253	49.26746807	6	0.0025	71.83673469	6.290734225	71.93847601	6.418547903	2	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL353_trim_adRm.fq.gz
AL354	34054	47994	70.95470267	16.24994791	41	0.0158	56.13226913	14.61854356	58.31244337	14.56761391	3	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL354_trim_adRm.fq.gz
AL358	9576	16021	59.77154984	21.25335497	36	0.0055	69.85666282	8.576094425	70.4945516	8.033356923	4	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL358_trim_adRm.fq.gz
AL361	9301	15025	61.90349418	17.13810316	33	0.0066	63.28051948	12.98562109	64.50106923	12.53876695	6	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL361_trim_adRm.fq.gz
AL364	393	10019	3.92254716	2.275676215	0	0.0178	64.44818653	17.50172264	67.80203755	11.28329384	7	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL364_trim_adRm.fq.gz
AL365	7977	9974	79.97794265	61.12893523	3	0.0014	68.47188049	9.535786505	68.54903142	9.562444936	8	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL365_trim_adRm.fq.gz
AL366	10882	13956	77.97363141	58.39782173	6	0.0024	69.71932572	8.863756028	69.75606604	8.849387551	9	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL366_trim_adRm.fq.gz
AL374	76	15219	0.49937578	0.223404954	0	0	63.98684211	17.17322988	69.08535383	9.958588605	10	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL374_trim_adRm.fq.gz
AL375	198	16165	1.224868543	0.760903186	0	0.0051	62.00507614	19.90705379	67.68912398	12.19885365	11	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL375_trim_adRm.fq.gz
AL378	1957	7887	24.81298339	17.09141625	3	0.0005	65.9805726	11.31690137	65.66345422	11.72879329	12	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL378_trim_adRm.fq.gz
AL382	18741	25705	72.90799455	52.25053492	18	0.0028	69.51685574	9.707254277	68.33853111	11.31310236	13	3	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL382_trim_adRm.fq.gz
AL383	1056	8626	12.24205889	5.634129376	1	0.0047	68.37392959	12.79657862	63.416541	15.14671176	1	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL383_trim_adRm.fq.gz
AL384	69	11459	0.602146784	0.20944236	0	0	40.72463768	22.46296564	72.68636007	7.511733872	2	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL384_trim_adRm.fq.gz
AL385	3758	11262	33.368851	9.625288581	7	0.0051	52.60203263	15.69533218	55.13661834	16.60322188	3	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL385_trim_adRm.fq.gz
AL388	1753	40411	4.337927792	1.346168123	3	0.0023	43.73642081	23.89265527	45.36577821	16.68516967	4	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL388_trim_adRm.fq.gz
AL390	11630	34379	33.82879083	14.08127054	27	0.0046	70.00794748	9.944621038	61.99131828	15.42169303	5	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL390_trim_adRm.fq.gz
AL392	14050	25469	55.16510267	21.21402489	36	0.0056	67.38226453	11.52208848	67.97644835	11.27696351	6	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL392_trim_adRm.fq.gz
AL393	22474	39730	56.56682608	37.53838409	11	0.0039	66.90842491	10.70080078	66.22221381	11.73531007	7	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL393_trim_adRm.fq.gz
AL395	12975	2059408	0.630035428	0.272068478	12	0.0822	49.46128653	23.52576439	56.61194039	14.04269558	8	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL395_trim_adRm.fq.gz
AL396	2381	57976	4.106871809	1.197047054	2	0.0046	50.16877637	23.22883837	53.03726387	19.42103369	9	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL396_trim_adRm.fq.gz
AL397	785	185949	0.422158764	0.132832121	1	0.028	40.35517693	19.949633	61.44071598	13.90642403	10	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL397_trim_adRm.fq.gz
AL398	501	100163	0.500184699	0.205664766	0	0.0798	40.51843818	23.44712336	60.86956044	14.12251398	11	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL398_trim_adRm.fq.gz
AL399	18663	99904	18.6809337	5.816583921	12	0.0159	62.68285512	15.58616513	53.77993735	16.97403326	12	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL399_trim_adRm.fq.gz
AL401	539	8807	6.120131713	3.213353015	0	0.0037	64.85102421	13.11786991	65.04611016	12.79726622	13	4	OXF51	Pig	/media/raid5/laurent/screen_results_01092016/raw_split//Pig/AL401_trim_adRm.fq.gz
